# File created by converting ColoF.sum to a CSV file, using msm-sum-to-csv.py
#----------------------------------------------------------
# # ********************************************************************************
# #
# # *.sum       Mixed Station Summary Information
# #
# #  Filename:  ColoF.sum
# #
# #  **** = 95% Confidence Interval Not Met
# #
# # ********************************************************************************
# # File History:
# # ********************************************************************************
# #
# # *.xbf       Filled Base Flow at Stream Gages - Mixed Station Model
# #
# #  Mixed Station Model Version:  PC (89/07/18) (Modified 6/8/99)
# #  Run Date and Time:  9/13/99 16:21:15
# #  Filename:  ColoF-1.xbf
# #  Regression:  Simple Linear Regression (Log Transform)
# #  Method:  SEP Dependent
# #  Independent Stations:  All
# #  First Year of Extended Record:  1909
# #  Min. No. of Concurrent Values Required:  5
# #  Confidence Interval:  95%
# #
# # ********************************************************************************
# #
# # 
# # ********************************************************************************
# # *.xbg       Base Flow at Stream Gages                        
# #
# #  UPPER COLORADO RIVER BASIN                                                     
# #  Historic Diversions made at respective historic diversion location             
# #
# #  Statemod Version:  8.24 (1999/07/19)
# #  Run date and time:    9/ 1/99  8: 5:50
# # 
# # ********************************************************************************
# # ********************************************************************************
# #
# # Individual Gage Mixed Station Summary Information:
# 
#   Basin Key:
#   K - KeyGages
#   C - ColoF
# 
# 
# The original ****, which indicates not passing the T test, is replaced with blanks below
#--------------------------------------------------------------------------------------
#Dependent,IndepStation,Basin,ConcurrentValues,R_Jan,R_Feb,R_Mar,R_Apr,R_May,R_Jun,R_Jul,R_Aug,R_Sep,R_Oct,R_Nov,R_Dec,R
"TSID","TSID-Independent","Basin","N1","R_1","R_2","R_3","R_4","R_5","R_6","R_7","R_8","R_9","R_10","R_11","R_12","R"
09065100,09060500,C,240,,,0.52,0.59,,0.81,0.88,0.61,0.55,0.80,0.61,,0.77
09065100,09060700,C,72,,,,0.97,,,,,,,,,0.73
09065100,09063000,C,432,,,,0.81,0.84,0.85,0.93,0.92,0.58,0.70,0.62,0.46,0.91
09065100,09064000,C,265,,,,0.53,0.85,0.90,0.96,0.79,0.67,,0.50,0.57,0.85
09065100,09065500,C,348,,0.44,0.53,0.93,0.90,0.84,0.94,0.92,0.72,0.80,0.55,0.42,0.96
09065100,09069500,C,60,,,,,0.98,,,,,,,,0.85
09065100,09070000,C,429,,,0.43,0.85,0.89,0.92,0.98,0.94,0.80,0.58,0.43,,0.91
09065100,09070500,C,432,0.36,,0.55,0.83,0.80,0.92,0.97,0.92,0.81,0.71,0.55,,0.93
09065100,09072500,C,84,,,,0.96,,0.89,0.98,0.95,0.95,0.89,,,0.92
09065100,09074000,C,325,,0.41,0.50,0.81,0.90,0.70,0.87,0.86,0.84,0.85,0.80,,0.94
09065100,09080400,C,348,0.46,0.48,0.66,0.86,0.94,0.94,0.97,0.94,0.79,0.83,0.65,0.61,0.96
09065100,09082800,C,144,0.74,0.61,0.73,0.79,,0.85,0.82,0.71,0.82,,0.68,0.63,0.75
09065100,09084000,C,72,,,,0.84,,0.96,0.93,,,,,,0.75
09065100,09085000,C,432,0.37,0.51,0.59,0.79,0.81,0.91,0.97,0.91,0.74,0.72,0.70,0.61,0.96
09065100,09089500,C,426,,0.41,0.69,0.75,,0.75,0.87,0.83,0.56,0.57,0.65,0.44,0.72
09065100,09093700,C,348,,0.44,0.60,0.76,0.82,0.92,0.97,0.94,0.79,0.71,0.73,0.41,0.94
09065100,09095500,C,432,,0.34,0.56,0.80,0.75,0.92,0.97,0.93,0.80,0.74,0.68,0.35,0.93
09065100,09096500,C,172,0.53,,0.58,0.50,0.57,0.81,,,0.85,,,,0.78
09065100,09097500,C,230,,0.55,,0.59,,0.70,0.86,,0.52,0.55,0.47,,0.52
09065100,09166500,K,432,,,0.55,0.34,0.35,0.61,0.80,0.73,0.53,0.72,0.69,0.49,0.84
09065100,09251000,K,432,0.45,0.43,0.61,0.61,0.47,0.86,0.93,0.82,0.52,0.80,0.70,0.61,0.71
09065100,09260000,K,432,0.45,0.37,0.38,0.59,,0.79,0.87,0.78,,0.66,0.68,0.61,0.47
09065500,09011000,C,384,0.44,0.40,0.71,0.90,0.67,0.78,0.92,0.84,0.78,0.79,0.72,0.66,0.98
09065500,09019500,C,236,,,,0.81,0.72,0.37,0.88,0.85,0.68,,,,0.94
09065500,09024000,C,504,,,0.32,0.80,0.86,0.81,0.91,0.84,0.72,0.64,0.55,0.31,0.96
09065500,09026500,C,504,,,,0.70,0.87,0.79,0.91,0.83,0.56,0.44,,,0.93
09065500,09032500,C,108,,,,,,0.88,0.93,0.91,0.70,0.81,,,0.96
09065500,09034000,C,99,0.73,,,,,0.98,0.96,0.93,,0.77,,,0.96
09065500,09034500,C,480,0.37,0.60,0.47,0.82,0.64,0.76,0.90,0.88,0.75,0.80,0.63,0.54,0.96
09065500,09036000,C,504,0.51,0.40,0.44,0.92,0.87,0.85,0.94,0.89,0.77,0.76,0.68,0.63,0.97
09065500,09037500,C,504,0.47,0.33,0.47,0.83,0.72,0.82,0.87,0.72,0.58,0.64,0.62,0.64,0.97
09065500,09040000,C,276,0.51,0.45,,0.72,,0.75,0.82,0.72,0.61,0.52,,0.43,0.84
09065500,09041000,C,144,,,,0.86,,0.73,0.95,0.87,0.79,0.88,0.70,,0.85
09065500,09047000,C,108,,,,0.75,,0.91,0.95,0.89,,0.88,,,0.96
09065500,09047500,C,456,,0.39,0.47,0.83,0.90,0.85,0.91,0.79,0.73,0.65,0.67,0.52,0.94
09065500,09050100,C,396,0.41,0.54,0.42,0.75,0.85,0.87,0.97,0.88,0.83,0.68,0.63,0.55,0.97
09065500,09054000,C,360,0.44,0.49,0.50,0.88,0.89,0.83,0.95,0.87,0.67,0.79,0.60,0.38,0.95
09065500,09057500,C,502,,0.40,0.50,0.83,0.77,0.89,0.89,0.83,0.71,0.71,0.50,0.48,0.97
09065500,09058000,C,384,0.58,0.70,0.60,0.78,0.69,0.82,0.94,0.90,0.84,0.83,0.79,0.66,0.97
09065500,09065100,C,348,,0.44,0.53,0.93,0.90,0.84,0.94,0.92,0.72,0.80,0.55,0.42,0.96
09065500,09070000,C,501,0.47,0.31,0.42,0.79,0.74,0.89,0.96,0.91,0.71,0.56,,0.31,0.95
09065500,09072500,C,144,,,,0.84,,0.95,0.94,0.96,0.81,0.89,0.62,,0.97
09065500,09081600,C,408,0.71,0.72,0.78,0.83,0.61,0.71,0.89,0.83,0.69,0.77,0.73,0.74,0.97
09065500,09084000,C,168,,,0.81,0.73,,0.90,0.81,0.84,0.75,0.64,,,0.85
09065500,09085000,C,504,0.48,0.50,0.66,0.69,0.64,0.82,0.91,0.87,0.77,0.79,0.63,0.63,0.97
09065500,09094200,C,60,,,,,,,,,,0.96,,,0.75
09065500,09096500,C,240,,,,0.49,,0.78,,0.66,0.78,,,,0.81
09065500,09097500,C,301,,,0.57,0.44,,0.65,0.66,0.46,0.57,0.48,,,0.55
09065500,09104500,C,108,,,,,,,,,0.67,0.68,,,0.89
09065500,09112500,K,504,0.57,0.55,0.67,0.83,0.47,0.77,0.90,0.85,0.72,0.68,0.60,0.63,0.96
09065500,09172500,K,503,0.52,0.36,0.57,0.46,,0.57,0.70,0.70,0.63,0.67,0.68,0.50,0.93
09065500,09251000,K,504,0.57,0.61,0.60,0.54,,0.82,0.92,0.79,0.65,0.78,0.71,0.67,0.77
09065500,09340500,K,504,0.41,0.37,0.58,0.72,0.42,0.78,0.89,0.78,0.50,0.56,0.52,0.51,0.82
09068000,09024000,C,264,,0.56,,0.84,0.81,0.93,0.93,0.73,0.69,0.63,,,0.96
09068000,09032500,C,120,,0.74,,0.79,0.82,0.93,0.94,0.93,0.84,,,,0.94
09068000,09034000,C,63,0.92,,,,,0.94,0.91,0.89,,,,,0.92
09068000,09035500,C,84,,,,,0.81,0.97,0.99,,,,,,0.95
09068000,09036000,C,264,0.60,,0.47,0.90,0.77,0.93,0.92,0.80,0.81,0.76,0.59,0.49,0.97
09068000,09037500,C,264,0.49,,,0.91,0.78,0.94,0.89,0.67,0.69,0.78,0.61,0.49,0.96
09068000,09046600,C,180,,,0.65,0.95,0.83,0.90,0.89,0.80,0.76,0.79,0.59,,0.96
09068000,09047000,C,127,,,,0.90,0.78,0.86,0.88,0.77,,,,,0.95
09068000,09054000,C,72,,,,,,,,0.82,,,0.85,,0.92
09068000,09063000,C,264,0.56,,,0.86,0.79,0.94,0.94,0.85,0.76,0.82,0.57,0.55,0.94
09068000,09070000,C,262,0.71,0.43,0.61,0.82,0.81,0.97,0.96,0.92,0.90,0.71,,,0.94
09068000,09072500,C,192,0.56,,,0.94,0.67,0.94,0.97,0.92,0.92,0.79,0.65,0.63,0.95
09068000,09073400,C,96,,,,0.78,0.78,0.97,0.93,0.96,0.96,0.92,0.81,,0.98
09068000,09080400,C,96,,,,0.88,0.82,0.95,0.94,0.98,0.94,0.92,0.85,,0.97
09068000,09085000,C,264,,0.50,0.65,0.92,0.78,0.97,0.96,0.95,0.93,0.86,0.64,0.54,0.96
09068000,09085000,K,264,0.44,0.59,0.69,0.92,0.70,0.95,0.96,0.94,0.91,0.82,0.62,0.56,0.97
09068000,09085100,C,72,,,0.91,0.87,0.96,0.95,0.85,0.96,0.91,0.91,0.93,,0.96
09068000,09087500,C,72,,,0.90,,,,0.96,0.93,0.84,,,,0.92
09068000,09091500,C,96,0.83,,0.82,0.73,0.89,0.83,0.76,,,,,,0.69
09068000,09093700,C,72,,,0.95,0.88,0.95,0.95,0.87,0.98,0.95,0.87,0.98,,0.96
09068000,09095500,C,264,0.44,,0.74,0.92,0.75,0.96,0.97,0.93,0.93,0.84,0.61,,0.95
09068000,09095500,K,264,0.58,0.49,0.59,0.89,0.69,0.95,0.98,0.91,0.95,0.80,0.69,0.55,0.95
09068000,09097500,C,246,,,0.69,0.73,0.44,0.84,0.84,,0.59,0.60,0.43,0.51,0.51
09068000,09172500,K,264,0.53,0.62,0.73,0.49,0.50,0.79,0.84,0.81,0.79,0.74,0.57,0.56,0.92
09068000,09239500,K,264,,,0.64,0.84,0.64,0.89,0.93,0.88,0.84,0.76,0.68,,0.80
09068000,09340500,K,264,0.67,0.60,0.64,0.86,0.69,0.91,0.93,0.86,0.77,0.80,0.79,0.73,0.88
09068000,954001,C,264,,,-.56,-.81,0.55,,,-.84,-.91,-.53,,,0.77
09069500,09010500,C,112,,,0.72,,0.97,0.90,0.75,0.93,0.75,,,,0.87
09069500,09019500,C,69,,,,,0.90,,,0.78,,,,,0.74
09069500,09024000,C,144,,0.60,,,0.85,0.93,0.80,0.60,,,,,0.90
09069500,09032500,C,60,,,,,,0.99,0.89,,,,,,0.79
09069500,09034000,C,60,0.99,0.98,0.95,,,0.97,0.90,,,,0.97,,0.79
09069500,09034500,C,144,,,,,0.79,0.86,,0.83,0.59,,,,0.79
09069500,09034500,K,144,0.74,,0.77,,,0.84,0.78,0.81,0.93,0.87,,0.69,0.76
09069500,09034900,C,84,,,,,0.87,0.81,,,0.93,,,,0.90
09069500,09035500,C,84,,,,,0.94,0.87,0.84,,0.78,,,,0.92
09069500,09036000,C,144,0.85,0.77,0.74,,0.84,0.95,0.84,0.77,0.85,0.64,0.70,0.85,0.92
09069500,09037500,C,144,,,,,0.76,0.94,0.81,0.64,0.71,0.60,0.62,0.68,0.89
09069500,09039000,C,108,,0.74,0.92,0.71,0.74,0.95,0.84,0.77,,0.69,0.85,0.90,0.85
09069500,09040000,C,108,0.72,0.80,0.84,,,0.90,0.85,0.87,0.75,0.68,,,0.67
09069500,09041000,C,72,0.97,0.88,0.85,,,0.94,0.90,,0.87,0.89,0.90,0.93,0.69
09069500,09046600,C,84,0.89,0.86,,,0.86,0.96,0.92,,,0.88,,,0.92
09069500,09047500,C,132,0.60,0.75,,,0.90,0.92,0.83,0.61,,,,,0.91
09069500,09050700,C,84,,,,,0.93,0.94,0.92,,0.79,0.89,0.79,,0.91
09069500,09052800,C,72,,,,,0.92,0.82,,0.87,,,,,0.89
09069500,09054000,C,72,,,,,0.94,,,0.86,,,,,0.87
09069500,09058000,C,72,,,0.85,,0.90,0.87,,,0.84,,,,0.86
09069500,09063000,C,144,0.80,0.61,,,0.71,0.91,0.87,0.75,,0.69,,0.71,0.81
09069500,09065100,C,60,,,,,0.98,,,,,,,,0.85
09069500,09072500,C,72,0.85,,,,,0.96,0.91,0.88,0.96,,,0.83,0.83
09069500,09085000,C,144,0.66,0.75,0.76,,0.88,0.96,0.89,0.82,0.73,,0.59,0.63,0.87
09069500,09085000,K,144,,,0.67,0.64,0.80,0.94,0.90,0.85,0.70,,0.68,0.65,0.89
09069500,09085100,C,72,,,0.96,,0.95,,,,,,0.95,,0.87
09069500,09089500,C,84,0.88,,0.85,0.82,,,0.76,,0.91,0.91,0.89,0.83,0.59
09069500,09093700,C,72,0.84,,0.96,,0.94,,,,,,0.86,,0.87
09069500,09095500,K,144,0.72,0.62,0.72,,0.68,0.95,0.93,0.89,0.84,,0.72,0.73,0.86
09069500,09147500,K,144,0.62,,0.65,0.63,0.77,0.82,0.67,0.68,,,,0.62,0.81
09069500,09239500,K,144,0.58,,0.73,,,0.89,0.80,0.84,0.62,,,,0.64
09069500,09340500,K,144,0.73,0.69,0.85,,0.77,0.88,0.88,0.78,0.83,0.78,0.81,0.78,0.74
09069500,954001,C,144,,,-.76,-.59,0.60,,0.65,-.62,-.82,,,,0.73
09070000,09019500,C,262,,,,,0.77,0.46,0.89,0.80,0.68,,,-.88,0.91
09070000,09034000,C,111,,0.72,0.76,0.84,0.84,0.98,0.98,0.96,0.83,0.69,,,0.97
09070000,09040000,C,357,0.59,,0.70,0.76,0.68,0.83,0.87,0.69,0.75,0.61,,,0.86
09070000,09047000,C,175,,,0.52,0.89,0.93,0.92,0.96,0.88,0.70,0.89,0.73,,0.96
09070000,09053500,C,322,,,0.56,0.84,0.95,0.96,0.91,0.75,0.62,0.64,0.39,,0.93
09070000,09072500,C,240,0.65,0.79,0.83,0.96,0.94,0.98,0.98,0.97,0.94,0.85,0.77,0.68,0.99
09070000,09085000,C,597,0.62,0.36,0.72,0.84,0.95,0.97,0.98,0.92,0.92,0.69,0.40,,0.96
09070000,09093500,C,167,,0.76,,0.80,0.63,0.78,0.69,,,,0.53,,0.54
09070000,09095500,C,597,0.55,0.50,0.79,0.88,0.94,0.98,0.99,0.96,0.94,0.81,0.54,0.37,0.98
09070500,09019500,C,333,0.80,0.85,0.75,,0.80,0.56,0.93,0.76,0.62,,,0.73,0.87
09070500,09034000,C,181,,,,0.86,0.90,0.98,0.98,0.96,0.83,0.80,0.76,,0.98
09070500,09058000,C,408,0.47,0.70,0.87,0.98,0.99,0.98,1.00,0.99,0.95,0.95,0.77,0.74,0.99
09070500,09072500,C,310,0.47,0.68,0.85,0.99,1.00,1.00,1.00,0.99,0.94,0.95,0.86,0.77,0.99
09070500,09095500,C,670,0.73,0.85,0.87,0.97,0.97,0.99,0.99,0.98,0.96,0.95,0.88,0.77,0.99
09071300,09010500,C,226,0.87,0.77,,0.47,0.47,0.77,0.91,0.67,,0.74,0.69,0.82,0.88
09071300,09011000,C,115,0.83,0.88,,,,0.80,0.97,0.72,0.68,0.73,0.75,0.76,0.90
09071300,09019500,C,101,,,,,,0.80,0.94,0.70,,,,,0.88
09071300,09032499,C,166,0.70,0.64,,,0.56,0.58,0.87,0.64,,0.56,,0.62,0.87
09071300,09034900,C,226,0.49,,,,0.71,0.57,0.91,0.76,0.51,0.52,0.59,0.77,0.85
09071300,09035500,C,226,0.63,,,,0.64,0.66,0.92,0.78,0.57,0.47,,,0.87
09071300,09040000,C,79,,,,,,0.80,0.93,,,0.91,0.79,,0.81
09071300,09047500,C,226,0.55,0.63,0.80,0.51,0.61,0.80,0.87,0.85,0.75,0.71,0.77,0.69,0.88
09071300,09053500,C,24,,,,,,,,,,,,,0.90
09071300,09054000,C,202,,0.62,,,,0.81,0.95,0.91,0.72,0.63,0.60,,0.83
09071300,09063000,C,226,0.69,0.81,,,,0.82,0.95,0.86,0.76,0.70,0.61,0.74,0.89
09071300,09070000,C,226,0.64,0.52,,,,0.88,0.96,0.89,0.80,0.75,0.73,0.56,0.88
09071300,09075700,C,202,0.55,,,,,0.83,0.89,0.91,0.78,0.75,0.75,0.74,0.80
09071300,09081600,C,226,0.91,0.71,0.54,0.46,,0.92,0.95,0.84,0.72,0.82,0.89,0.90,0.88
09071300,09085000,C,226,0.64,0.60,,,,0.91,0.95,0.88,0.81,0.61,0.79,0.84,0.88
09071300,09085000,K,226,0.65,0.64,,,,0.89,0.95,0.88,0.77,0.73,0.77,0.76,0.85
09071300,09085200,C,115,0.84,0.76,0.73,,,0.96,0.93,0.91,0.75,0.80,0.74,0.80,0.91
09071300,09092500,C,67,,,,,,0.99,0.94,0.93,,0.87,,,0.87
09071300,09095000,C,55,,,,,,,,,,0.92,,,0.54
09071300,09095500,K,226,0.77,0.71,,,,0.89,0.95,0.83,0.76,0.73,0.68,0.68,0.84
09071300,09166500,K,226,0.49,,,,,0.73,0.81,0.76,0.65,0.80,0.70,0.70,0.74
09071300,09172500,K,225,0.52,0.57,0.56,0.48,,0.77,0.88,0.77,0.68,0.77,0.80,0.68,0.84
09071300,09251000,K,226,0.76,0.72,,,,0.87,0.91,0.83,0.53,0.76,0.78,0.83,0.68
09071300,09340500,K,226,0.56,0.55,0.66,,,0.93,0.95,0.89,0.90,0.80,0.78,0.77,0.79
09071300,09379500,K,226,,,,,,0.61,0.59,,0.60,0.81,0.55,0.65,0.45
09071300,504600,C,151,,,,,,,0.55,0.55,,,,0.66,0.75
09071300,954001,C,226,,,,,0.55,,,,,-.62,,,0.60
09072500,09035500,C,111,,,,0.67,0.75,0.96,0.97,0.90,0.89,0.79,0.75,,0.89
09072500,09050700,C,81,,,,0.93,1.00,0.99,0.85,,0.85,0.96,,,0.92
09072500,09054000,C,87,,,,0.88,0.97,,,0.88,0.76,0.86,0.91,,0.93
09072500,09058000,C,180,,,0.66,0.91,0.91,0.99,1.00,0.97,0.96,0.68,,,0.96
09072500,09069500,C,72,0.85,,,,,0.96,0.91,0.88,0.96,,,0.83,0.83
09072500,09070500,C,310,0.47,0.68,0.85,0.99,1.00,1.00,1.00,0.99,0.94,0.95,0.86,0.77,0.99
09073400,09010500,C,384,0.65,0.62,0.65,0.78,0.87,0.74,0.89,0.74,0.49,0.75,0.71,0.66,0.97
09073400,09011000,C,264,0.72,0.78,0.74,0.85,0.68,0.83,0.93,0.84,0.76,0.86,0.86,0.84,0.98
09073400,09024000,C,384,0.43,,0.47,0.88,0.91,0.76,0.91,0.86,0.70,0.81,0.67,0.54,0.97
09073400,09035500,C,372,0.40,,,0.76,0.91,0.78,0.93,0.84,0.70,0.70,0.61,0.49,0.96
09073400,09036000,C,384,0.38,,0.40,0.92,0.91,0.80,0.91,0.87,0.77,0.82,0.79,0.66,0.98
09073400,09037500,C,384,0.45,0.49,,0.82,0.84,0.75,0.87,0.83,0.72,0.79,0.70,0.62,0.98
09073400,09041000,C,120,,,,0.89,,0.90,0.92,0.75,0.80,0.85,0.86,0.80,0.83
09073400,09047500,C,384,0.55,0.46,0.42,0.83,0.92,0.84,0.89,0.84,0.76,0.74,0.68,0.75,0.96
09073400,09053500,C,108,,0.71,0.95,0.93,0.73,0.88,0.97,0.87,0.81,0.87,0.82,,0.98
09073400,09054000,C,336,,0.52,0.64,0.88,0.94,0.72,0.89,0.83,0.72,0.67,0.66,0.49,0.94
09073400,09058000,C,372,0.42,0.41,0.62,0.76,0.67,0.84,0.92,0.85,0.72,0.75,0.79,0.49,0.96
09073400,09065100,C,348,0.38,0.42,0.53,0.86,0.92,0.88,0.95,0.89,0.79,0.75,0.65,0.45,0.94
09073400,09068000,C,96,,,,0.78,0.78,0.97,0.93,0.96,0.96,0.92,0.81,,0.98
09073400,09074000,C,325,0.46,0.51,0.59,0.89,0.92,0.85,0.92,0.94,0.87,0.85,0.77,0.57,0.98
09073400,09082800,C,180,0.58,0.58,0.80,0.92,,0.89,0.91,0.70,0.91,0.75,0.71,0.63,0.78
09073400,09085000,C,384,0.59,0.41,0.56,0.75,0.72,0.94,0.98,0.91,0.88,0.79,0.83,0.78,0.98
09073400,09085000,K,384,,,0.45,0.58,0.55,0.90,0.97,0.89,0.90,0.83,0.68,0.52,0.95
09073400,09092500,C,216,0.57,0.63,0.59,0.82,0.49,0.87,0.95,0.86,0.75,0.76,0.75,0.69,0.94
09073400,09096500,C,125,0.68,,0.67,0.69,0.51,0.79,,,,,,,0.77
09073400,09097500,C,190,0.62,0.69,0.77,,,0.84,0.82,0.70,0.67,0.81,0.72,0.74,0.58
09073400,09112500,K,384,0.43,0.47,0.71,0.86,0.53,0.89,0.96,0.88,0.86,0.85,0.77,0.65,0.96
09073400,09147500,K,384,0.52,0.51,0.37,,,0.80,0.92,0.84,0.71,0.72,0.62,0.62,0.88
09073400,09172500,K,383,0.37,,0.76,0.47,,0.80,0.90,0.84,0.79,0.84,0.79,0.62,0.93
09073400,09239500,K,384,0.35,,0.63,0.39,0.52,0.77,0.89,0.70,0.74,0.88,0.84,0.43,0.83
09073400,09251000,K,384,0.56,,0.71,0.43,,0.79,0.90,0.75,0.68,0.88,0.86,0.70,0.75
09073400,09340500,K,384,0.53,0.47,0.55,0.74,0.42,0.84,0.93,0.81,0.67,0.71,0.65,0.55,0.83
09073400,504600,C,292,0.52,,,,,,0.41,,,0.45,,0.59,0.85
09074000,09011000,C,281,0.68,0.64,0.70,0.86,0.71,0.85,0.92,0.85,0.73,0.81,0.79,0.59,0.97
09074000,09024000,C,401,0.60,0.57,0.39,0.79,0.88,0.77,0.86,0.86,0.65,0.75,0.76,0.58,0.95
09074000,09026500,C,401,,,,0.74,0.90,0.78,0.83,0.79,0.59,0.53,0.38,,0.93
09074000,09032500,C,76,,,,,,0.95,0.95,0.86,,,,,0.97
09074000,09034000,C,67,,,,,,0.98,0.94,0.89,,,,,0.95
09074000,09034500,C,377,0.52,0.47,0.55,0.72,0.68,0.78,0.88,0.84,0.75,0.86,0.64,0.43,0.96
09074000,09036000,C,401,0.53,0.52,0.50,0.88,0.90,0.80,0.89,0.88,0.76,0.78,0.60,0.50,0.96
09074000,09037500,C,401,0.46,0.51,0.47,0.86,0.81,0.76,0.88,0.82,0.66,0.70,0.65,0.51,0.97
09074000,09041000,C,73,,,,0.91,,,0.86,,0.79,0.92,0.87,,0.85
09074000,09047000,C,76,,,0.86,0.84,,0.92,0.85,,,,,-.83,0.93
09074000,09047500,C,385,0.37,,,0.76,0.90,0.76,0.83,0.77,0.71,0.72,0.64,0.37,0.93
09074000,09053500,C,125,,,,0.75,0.81,0.82,0.82,,,,,,0.92
09074000,09057500,C,400,0.37,0.41,0.54,0.88,0.82,0.75,0.82,0.70,0.64,0.76,0.65,0.60,0.95
09074000,09058000,C,313,0.68,0.55,0.65,0.79,0.72,0.71,0.86,0.79,0.78,0.84,0.79,0.58,0.96
09074000,09070500,C,401,0.57,0.50,0.72,0.77,0.68,0.79,0.88,0.80,0.80,0.75,0.69,0.40,0.96
09074000,09072500,C,76,,,,,,0.97,0.93,0.83,,,,,0.96
09074000,09073400,C,325,0.46,0.51,0.59,0.89,0.92,0.85,0.92,0.94,0.87,0.85,0.77,0.57,0.98
09074000,09080400,C,325,0.47,,0.46,0.89,0.82,0.71,0.89,0.91,0.92,0.90,0.72,0.46,0.97
09074000,09082800,C,121,0.78,0.76,0.73,0.87,,0.94,0.90,,0.84,0.78,0.78,0.72,0.82
09074000,09084000,C,97,,,,,,0.96,0.92,0.74,0.72,,,,0.89
09074000,09085000,C,401,0.71,0.57,0.67,0.66,0.68,0.82,0.88,0.86,0.84,0.75,0.63,0.61,0.97
09074000,09096500,C,165,0.54,,0.62,0.84,0.58,0.76,,0.81,0.88,,,,0.86
09074000,09097500,C,198,0.69,0.71,0.69,,,0.89,0.75,,,0.50,0.49,0.62,0.61
09074000,09104500,C,76,,,,,,,,0.91,,,,,0.86
09074000,09112500,K,401,0.52,0.53,0.52,0.84,0.57,0.78,0.86,0.81,0.78,0.74,0.67,0.54,0.96
09074000,09147500,K,401,0.62,0.61,0.42,,,0.70,0.82,0.77,0.68,0.64,0.68,0.53,0.87
09074000,09163500,C,390,0.48,0.53,0.60,0.41,0.41,0.79,0.90,0.88,0.82,0.70,0.59,,0.92
09074000,09166500,K,401,0.60,0.61,0.64,,,0.59,0.66,0.55,0.66,0.72,0.64,0.58,0.85
09074000,09251000,K,401,0.57,0.38,0.48,0.46,,0.69,0.81,0.68,0.70,0.85,0.76,0.56,0.79
09074000,09340500,K,401,0.59,0.63,0.57,0.66,0.43,0.68,0.86,0.69,0.63,0.63,0.59,0.59,0.86
09074800,09011000,C,205,0.57,0.72,0.72,0.73,0.71,0.73,0.87,0.86,0.69,0.72,0.58,0.58,0.95
09074800,09024000,C,301,,,,0.73,0.85,0.64,0.80,0.82,0.67,0.61,0.63,0.41,0.97
09074800,09034250,C,156,0.62,0.64,,0.75,0.73,0.59,0.82,0.84,0.68,0.83,0.92,0.56,0.90
09074800,09036000,C,301,0.71,0.76,0.58,0.77,0.89,0.67,0.81,0.82,0.76,0.74,0.79,0.69,0.97
09074800,09037500,C,301,0.53,0.55,0.47,0.72,0.83,0.56,0.76,0.79,0.64,0.81,0.71,0.73,0.95
09074800,09057500,C,301,0.51,0.68,0.66,0.83,0.89,0.74,0.87,0.78,0.70,0.63,0.70,0.56,0.95
09074800,09058000,C,289,0.48,0.68,0.59,0.69,0.75,0.69,0.85,0.80,0.69,0.64,0.75,0.58,0.90
09074800,09063000,C,301,0.49,0.58,0.56,0.82,0.82,0.70,0.89,0.86,0.75,0.76,0.77,0.68,0.90
09074800,09065100,C,301,,,,0.64,0.91,0.75,0.90,0.89,0.71,0.63,0.59,0.44,0.93
09074800,09073400,C,301,0.47,0.47,0.53,0.83,0.93,0.90,0.95,0.89,0.90,0.87,0.76,0.71,0.96
09074800,09081600,C,301,0.77,0.86,0.70,0.70,0.80,0.89,0.95,0.93,0.91,0.81,0.77,0.73,0.92
09074800,09085000,C,301,0.68,0.75,0.65,0.74,0.81,0.88,0.95,0.95,0.90,0.79,0.84,0.74,0.95
09074800,09085000,K,301,0.69,0.65,0.50,0.57,0.69,0.89,0.95,0.96,0.96,0.87,0.91,0.75,0.92
09074800,09085200,C,102,,,0.82,0.59,0.83,0.82,0.87,0.91,,,,,0.88
09074800,09092500,C,157,0.59,,0.73,0.57,0.57,0.90,0.97,0.92,0.80,0.60,0.62,,0.88
09074800,09093500,C,95,,0.75,,,,0.86,0.88,,,,,,0.40
09074800,09093700,C,301,0.73,0.83,0.72,0.75,0.74,0.78,0.91,0.91,0.88,0.73,0.84,0.67,0.92
09074800,09096500,C,89,0.92,,,,0.67,,,,,,,,0.75
09074800,09097500,C,131,0.88,0.86,,,,0.88,0.81,,0.73,0.88,0.88,0.66,0.41
09074800,09112500,K,301,0.73,0.73,0.68,0.83,0.69,0.86,0.95,0.91,0.93,0.81,0.81,0.74,0.91
09074800,09152500,C,301,0.76,0.68,0.56,,0.41,0.82,0.88,0.90,0.88,0.89,0.84,0.65,0.42
09074800,09152500,K,301,0.76,0.68,0.56,,0.41,0.82,0.88,0.90,0.88,0.89,0.84,0.65,0.42
09074800,09163500,C,301,0.81,0.76,0.60,0.50,0.59,0.82,0.93,0.97,0.93,0.85,0.90,0.69,0.85
09074800,09239500,K,301,0.49,0.48,0.70,0.41,0.58,0.55,0.82,0.80,0.81,0.85,0.86,0.50,0.71
09074800,09251000,K,301,0.67,0.79,0.73,,0.43,0.60,0.84,0.77,0.71,0.82,0.85,0.64,0.60
09074800,09340500,K,301,0.50,0.70,0.72,0.73,0.55,0.72,0.93,0.88,0.74,0.73,0.80,0.67,0.74
09074800,09379500,K,301,0.74,0.64,,,,0.67,0.57,0.60,0.78,0.59,0.68,0.74,0.37
